dep,nom,cp,nb_hab_2010,nb_hab_1999,nb_hab_2012,dens,surf,long,lat,alt_min,alt_max
38,Cour-et-Buis,38122,851,726,900,61,13.73,5,45.4333,328,462
38,Saint-Honoré,38350,814,780,800,55,14.58,5.81667,44.9333,895,2384
38,Moidieu-Détourbe,38440,1790,1409,1700,99,18.04,5.01667,45.5167,235,423
38,Sillans,38590,1860,1404,1800,147,12.61,5.38333,45.3333,393,567
38,Jardin,38200,2241,1951,2200,242,9.25,4.91667,45.5,194,407
38,Ponsonnas,38350,272,224,300,93,2.9,5.8,44.8833,496,870
38,Cheyssieu,38550,1047,731,1000,122,8.55,4.85,45.4333,180,254
38,Le Grand-Lemps,38690,2940,2356,2900,227,12.9,5.41667,45.3833,434,724
38,Saint-Prim,38370,1200,892,1100,164,7.3,4.8,45.45,155,309
38,Torchefelon,38690,621,449,600,71,8.68,5.4,45.5167,378,589
38,Saint-Pierre-de-Bressieux,38870,684,627,700,29,23.08,5.28333,45.3167,378,723
38,Froges,38190,3435,3090,3500,534,6.43,5.91667,45.2667,219,965
38,La Combe-de-Lancey,38190,705,529,700,38,18.55,5.9,45.2333,316,2813
38,Siévoz,38350,121,116,100,16,7.37,5.83333,44.9,582,1605
38,Saint-Clair-sur-Galaure,38940,272,248,300,17,15.3,5.15,45.25,388,540
38,Renage,38140,3717,3331,3700,728,5.1,5.48333,45.3333,229,464
38,Oulles,38520,12,16,0,1,11.01,5.98333,45.0833,728,2559
38,Murianette,38420,874,617,800,143,6.07,5.81667,45.1833,213,999
38,Pierre-Châtel,38119,1333,1206,1200,116,11.48,5.76667,44.95,888,1424
38,Villard-Notre-Dame,38520,25,41,0,1,14.06,6.05,45.0167,720,3023
38,Seyssuel,38200,1990,1885,2000,204,9.75,4.85,45.5667,141,357
38,La Mure,38350,5091,5188,5100,611,8.33,5.78751,44.9031,720,1204
38,Meyssiès,38440,602,535,600,43,13.88,5.05,45.4667,280,477
38,Poisat,38320,2078,2079,2100,811,2.56,5.76667,45.15,214,724
38,Chichilianne,38930,274,206,300,4,62.48,5.56667,44.8167,798,2082
38,Mizoën,38142,193,163,200,13,14.6,6.13333,45.05,955,2964
38,Royas,38440,386,305,400,70,5.48,5.1,45.5,329,472
38,Notre-Dame-de-Mésage,38220,1198,1201,1200,264,4.53,5.76667,45.0667,270,1276
38,Bilieu,38850,1274,926,1200,189,6.71,5.55,45.45,488,810
38,Saint-Sauveur,38160,1927,1675,1900,204,9.42,5.35,45.15,160,301
38,Pact,38270,829,642,800,85,9.74,4.98333,45.35,238,309
38,Veyrins-Thuellin,38630,1904,1482,1800,164,11.56,5.53917,45.6256,204,322
38,Primarette,38270,720,621,700,33,21.76,5.03333,45.4,300,485
38,Saint-Didier-de-la-Tour,38110,1813,1420,1700,123,14.63,5.48333,45.55,328,554
38,Morette,38210,386,362,400,61,6.27,5.45,45.2833,280,761
38,Quincieu,38470,81,74,100,17,4.75,5.38333,45.2667,480,771
38,Saint-Bonnet-de-Chavagne,38840,628,449,600,41,15.18,5.23333,45.1333,160,388
38,L'Isle-d'Abeau,38080,15586,12033,15300,1710,9.11,5.23333,45.6167,208,302
38,Saint-André-en-Royans,38680,326,295,300,31,10.42,5.35,45.0833,224,1007
38,Vernioz,38150,1183,888,1100,104,11.32,4.88333,45.4333,218,408
38,Monteynard,38770,478,402,500,44,10.72,5.7,44.9667,362,1712
38,Soleymieu,38460,702,574,700,52,13.36,5.35,45.7167,221,363
38,Miribel-Lanchâtre,38450,375,251,400,38,9.65,5.61667,44.9667,423,1509
38,Savas-Mépin,38440,806,575,800,77,10.43,5.05,45.5,288,472
38,Monestier-de-Clermont,38650,1273,920,1200,233,5.45,5.63333,44.9,679,1070
38,Saint-Michel-les-Portes,38650,248,143,200,12,20.59,5.6,44.8667,558,2082
38,Mens,38710,1387,1178,1400,49,28.29,5.75,44.8167,612,1929
38,Crémieu,38460,3347,3171,3300,545,6.14,5.25,45.7167,203,415
38,Saint-Baudille-et-Pipet,38710,254,232,300,7,35.97,5.76667,44.7833,718,2696
38,Doissin,38730,851,616,800,100,8.45,5.41667,45.5,411,661
38,Sérézin-de-la-Tour,38300,865,612,800,92,9.31,5.35,45.55,266,466
38,Saint-Marcel-Bel-Accueil,38080,1296,1253,1300,71,18.23,5.23333,45.65,210,452
38,Saint-Chef,38890,3493,2896,3400,128,27.16,5.36667,45.6333,218,440
38,Vaujany,38114,345,311,300,5,64.54,6.08333,45.15,752,3464
38,Ville-sous-Anjou,38150,1146,1009,1100,62,18.25,4.85,45.3667,186,401
38,Saint-Pierre-d'Allevard,38830,2799,2280,2800,103,27.09,6.05,45.3667,429,1766
38,Champier,38260,1242,967,1200,86,14.43,5.28333,45.45,470,631
38,Courtenay,38510,1201,738,1100,37,32.08,5.38333,45.7333,219,375
38,Châbons,38690,1844,1487,1800,101,18.14,5.43333,45.4167,386,687
38,Arandon,38510,564,406,500,46,12.22,5.43333,45.7167,212,292
38,Cessieu,38110,2652,2117,2600,184,14.35,5.36667,45.5667,278,510
38,Monsteroux-Milieu,38122,741,515,700,90,8.17,4.95,45.4333,267,425
38,Chapareillan,38530,2747,2148,2600,90,30.28,5.96667,45.4667,245,1934
38,La Salle-en-Beaumont,38350,307,242,300,33,9.26,5.86667,44.8667,579,1480
38,La Buissière,38530,663,566,700,85,7.71,5.98333,45.4,242,420
38,Balbins,38260,386,371,400,53,7.26,5.21667,45.3833,347,530
38,Villard-Reculas,38114,62,57,100,12,4.99,6.03333,45.1,826,2058
38,Beaufort,38270,563,415,500,64,8.69,5.12195,45.3264,266,374
38,Saint-Nicolas-de-Macherin,38500,887,779,900,83,10.6,5.6,45.3833,447,952
38,Presles,38680,99,89,100,3,25.68,5.38333,45.0833,468,1370
38,Montrevel,38690,473,346,500,50,9.37,5.4,45.4667,441,705
38,Grenay,38540,1453,1191,1400,201,7.2,5.08333,45.6667,220,321
38,Apprieu,38140,3108,2530,3000,205,15.09,5.5,45.4,371,773
38,Bonnefamille,38090,1015,929,1000,107,9.43,5.11667,45.6,275,443
38,Chélieu,38730,661,522,600,65,10.13,5.48333,45.5,374,607
38,Auris,38142,207,216,200,18,11.21,6.08333,45.05,720,2164
38,Gières,38610,6118,6131,6100,882,6.93,5.78333,45.1833,205,660
38,Porcieu-Amblagnieu,38390,1603,1250,1500,101,15.8,5.4,45.8333,191,395
38,Saint-Appolinard,38160,398,319,400,36,10.76,5.26251,45.1889,329,643
38,Chirens,38850,2197,1889,2000,125,17.53,5.55,45.4167,441,876
38,La Motte-Saint-Martin,38770,413,338,400,28,14.64,5.71667,44.95,486,1712
38,Bressieux,38870,90,90,100,101,0.89,5.28333,45.3167,395,525
38,Gresse-en-Vercors,38650,406,299,400,5,81.13,5.56667,44.9,960,2341
38,Saint-Nazaire-les-Eymes,38330,2907,2337,2900,342,8.49,5.85334,45.2495,219,1736
38,Romagnieu,38480,1433,1236,1400,83,17.11,5.63333,45.5667,218,364
38,Sardieu,38260,1017,600,900,90,11.2,5.2,45.3667,322,358
38,La Chapelle-du-Bard,38580,504,425,500,18,27.71,6.1,45.4167,358,2526
38,Saint-Jean-de-Bournay,38440,4366,3859,4300,162,26.87,5.13333,45.4833,345,511
38,Clonas-sur-Varèze,38550,1495,1281,1400,218,6.83,4.8,45.4167,157,256
38,Villard-Bonnot,38190,7296,6955,7300,1249,5.84,5.88333,45.2333,218,448
38,Tullins,38210,7663,7061,7600,266,28.79,5.48333,45.3,179,784
38,Montfalcon,38940,126,99,100,21,5.82,5.16667,45.25,410,552
38,Vourey,38210,1578,1549,1600,229,6.88,5.51667,45.3167,181,402
38,Sainte-Anne-sur-Gervonde,38440,581,399,600,75,7.67,5.23333,45.5,426,546
38,Crolles,38190,8451,8253,8600,594,14.21,5.88333,45.2833,219,1000
38,La Rivière,38210,637,470,600,34,18.45,5.51667,45.2333,178,1604
38,Adrets,38190,903,648,800,55,16.15,5.96667,45.2667,560,2440
38,Oyeu,38690,919,754,900,67,13.69,5.46667,45.4167,516,771
38,Biol,38690,1373,1201,1300,88,15.51,5.38528,45.4917,438,691
38,La Murette,38140,1795,1618,1800,425,4.22,5.53333,45.3667,379,787
38,La Pierre,38570,428,390,400,129,3.31,5.95,45.2917,225,452
38,Thodure,38260,704,562,700,48,14.43,5.16667,45.3167,287,492
38,Bougé-Chambalud,38150,1252,918,1200,78,15.85,4.9,45.3333,172,232
38,Pommier-de-Beaurepaire,38260,694,583,700,36,19.16,5.11667,45.4,274,507
38,Saint-Victor-de-Morestel,38510,1125,850,1100,85,13.13,5.5,45.7,205,272
38,L'Albenc,38470,1091,991,1100,110,9.86,5.43333,45.2167,170,415
38,Saint-Romans,38160,1742,1411,1700,102,17.04,5.31667,45.1167,160,863
38,Saint-Blaise-du-Buis,38140,993,854,1000,182,5.44,5.51667,45.3667,372,492
38,Valbonnais,38740,503,440,500,21,23.95,5.9,44.9,672,2544
38,Voreppe,38340,9847,9231,9700,343,28.65,5.63333,45.3,185,1702
38,Pellafol,38970,137,137,100,3,34.73,5.91667,44.8,639,2793
38,Biviers,38330,2360,2385,2300,382,6.17,5.8,45.2333,311,1388
38,Vernas,38460,230,174,200,39,5.87,5.28167,45.7775,195,429
38,Entraigues,38740,240,229,200,11,21.66,5.94806,44.9017,744,2574
38,Villette-d'Anthon,38280,4284,3906,4100,187,22.8,5.11667,45.8,179,260
38,Bouvesse-Quirieu,38390,1418,969,1400,80,17.51,5.4,45.8,200,338
38,Sermérieu,38510,1502,1168,1500,87,17.14,5.41667,45.6667,223,385
38,Séchilienne,38220,927,760,900,43,21.47,5.83333,45.0667,304,1646
38,Charancieu,38490,714,566,700,129,5.53,5.56667,45.5167,386,615
38,Murinais,38160,381,339,400,46,8.22,5.31667,45.2167,345,667
38,Chuzelles,38200,2052,1958,2100,157,13.03,4.88333,45.5833,165,361
38,Izeron,38160,776,609,700,45,17.19,5.38333,45.15,166,1440
38,Le Passage,38490,766,648,800,114,6.68,5.5,45.5167,365,521
38,Choranche,38680,131,130,100,12,10.63,5.4,45.0667,200,1200
38,Aoste,38490,2682,1723,2300,273,9.82,5.6,45.5833,207,256
38,Seyssins,38180,6913,6844,7000,864,8,5.68333,45.15,219,1897
38,Saint-Étienne-de-Crossey,38960,2545,2478,2500,198,12.84,5.63333,45.3667,370,883
38,Méaudre,38112,1350,1040,1300,39,33.87,5.53333,45.1333,940,1625
38,Saint-Joseph-de-Rivière,38134,1145,958,1100,65,17.39,5.68333,45.3667,387,1880
38,Montaud,38210,526,383,500,36,14.59,5.56667,45.2667,400,1643
38,Bellegarde-Poussieu,38270,928,851,900,55,16.79,4.95,45.3833,229,436
38,Brié-et-Angonnes,38320,2416,1828,2300,249,9.7,5.8,45.1167,306,737
38,Vénosc,38520,815,939,800,32,25.06,6.11667,44.9833,816,3465
38,Bernin,38190,2991,2906,3000,389,7.67,5.86667,45.2667,219,1200
38,Saint-Pancrasse,38660,438,407,400,65,6.71,5.86667,45.2833,760,2060
38,Vatilieu,38470,385,341,400,41,9.22,5.41667,45.25,352,787
38,Vaulx-Milieu,38090,2435,2221,2300,269,9.02,5.18333,45.6167,208,330
38,Trept,38460,1774,1539,1700,111,15.87,5.31667,45.6833,219,360
38,Claix,38640,7538,7389,7600,312,24.12,5.66667,45.1167,226,1960
38,La Motte-d'Aveillans,38770,1794,1526,1800,183,9.78,5.75,44.95,637,1617
38,Vif,38450,8053,6478,8100,284,28.3,5.66667,45.05,277,1263
38,Saint-Hilaire-du-Rosier,38840,1987,1760,1900,121,16.42,5.25,45.1,151,280
38,Chantelouve,38740,76,73,100,2,33.41,5.96834,44.9839,975,3023
38,Mont-de-Lans,38860,1255,1086,1100,39,31.66,6.13333,45.0333,732,3285
38,Saint-Agnin-sur-Bion,38300,835,674,800,86,9.7,5.25,45.5333,320,503
38,Saint-Georges-de-Commiers,38450,2102,1886,2000,143,14.62,5.7,45.0333,286,1370
38,Oz,38114,221,153,200,13,16.81,6.05,45.1333,716,3320
38,Châtonnay,38440,1861,1424,1800,58,31.84,5.2,45.4833,424,615
38,Saint-Geoire-en-Valdaine,38620,2402,1972,2300,143,16.73,5.63333,45.45,364,739
38,Creys-Mépieu,38510,1405,1091,1300,48,28.99,5.48778,45.7284,200,343
38,Villard-Reymond,38520,35,31,0,3,11.21,6.01667,45.0333,840,2732
38,Crachier,38300,471,434,500,129,3.64,5.23333,45.55,370,462
38,Saint-Sulpice-des-Rivoires,38620,450,411,400,62,7.16,5.6,45.4667,511,780
38,Villeneuve-de-Marc,38440,1141,884,1200,43,26.18,5.1,45.4833,344,524
38,Lavaldens,38350,157,139,200,3,41.4,5.88333,44.9833,959,2856
38,Marnans,38980,147,114,100,22,6.6,5.23333,45.3,441,630
38,Saint-Sorlin-de-Vienne,38200,821,700,800,82,9.94,4.94278,45.4678,219,428
38,Saint-Christophe-sur-Guiers,38380,798,718,800,33,23.54,5.76667,45.4333,386,1761
38,Cognin-les-Gorges,38470,656,540,600,52,12.52,5.41667,45.1667,166,1120
38,Le Champ-près-Froges,38190,1250,1159,1200,258,4.83,5.93333,45.2833,220,836
38,Semons,38260,368,291,400,34,10.55,5.2,45.4333,388,564
38,Parmilieu,38390,651,421,600,50,12.83,5.35,45.8333,235,442
38,Janneyrias,38280,1485,1170,1400,141,10.52,5.1,45.75,213,287
38,Rochetoirin,38110,1034,863,1000,97,10.62,5.41667,45.5833,302,487
38,Fitilieu,38490,1709,1275,1600,170,10.01,5.56667,45.55,280,407
38,Chasse-sur-Rhône,38670,5267,4793,5000,665,7.91,4.81667,45.5667,145,290
38,Arzay,38260,216,169,200,22,9.79,5.16667,45.4333,375,545
38,Saint-Laurent-du-Pont,38380,4484,4238,4500,127,35.25,5.73333,45.3833,379,1735
38,Saint-Julien-de-Raz,38134,434,445,400,40,10.81,5.66167,45.3498,463,1891
38,La Frette,38260,1085,822,1100,91,11.8,5.35,45.3833,407,669
38,Seyssinet-Pariset,38170,12113,13074,12200,1137,10.65,5.65,45.1667,209,1565
38,Pressins,38480,1102,819,1100,109,10.1,5.61667,45.5167,262,532
38,Artas,38440,1620,1349,1600,114,14.15,5.16667,45.5333,364,507
38,Beauvoir-en-Royans,38160,74,70,100,35,2.1,5.33806,45.1209,160,606
38,Eydoche,38690,477,332,400,85,5.58,5.33333,45.4333,493,629
38,Vienne,38200,29328,29930,29900,1294,22.65,4.86667,45.5167,140,404
38,Mont-Saint-Martin,38120,88,98,100,16,5.31,5.66667,45.2667,520,1844
38,Charavines,38850,1784,1428,1700,237,7.52,5.51667,45.4333,440,800
38,Le Moutaret,38580,222,161,200,41,5.29,6.08333,45.4333,320,1089
38,Pontcharra,38530,7162,6418,7300,459,15.58,6.01667,45.4333,244,1217
38,Saint-Alban-du-Rhône,38370,865,838,900,242,3.56,4.76667,45.4333,149,166
38,Faramans,38260,935,733,900,86,10.79,5.16667,45.3833,342,444
38,Eybens,38320,9582,9473,9400,2129,4.5,5.75,45.15,216,408
38,Chevrières,38160,693,558,700,41,16.62,5.3,45.1833,310,661
38,La Balme-les-Grottes,38390,915,675,900,62,14.61,5.33333,45.85,192,383
38,Vaulnaveys-le-Haut,38410,3533,3098,3400,177,19.86,5.8,45.1167,338,1714
38,Agnin,38150,969,789,900,121,7.96,4.86667,45.3333,167,331
38,Pont-en-Royans,38680,835,918,900,287,2.9,5.35,45.0667,183,788
38,Cognet,38350,50,36,0,27,1.8,5.78333,44.8833,491,920
38,Chantesse,38470,315,269,300,54,5.83,5.45,45.2333,247,489
38,Susville,38350,1402,1468,1400,141,9.91,5.78028,44.9159,874,1600
39,La Charme,39230,53,39,0,14,3.71,5.56667,46.85,209,255
39,Charnod,39240,45,43,0,8,5.17,5.5,46.3333,480,685
39,Lavangeot,39700,115,157,100,47,2.41,5.61667,47.15,207,247
39,Pimorin,39270,189,158,200,18,10.29,5.51667,46.5,400,641
39,Champagney,39290,402,216,300,25,15.58,5.51528,47.26,192,239
39,Pleure,39120,428,346,400,84,5.07,5.45,46.9167,197,222
39,Vernantois,39570,331,273,300,47,6.99,5.58333,46.6333,294,617
39,Toulouse-le-Château,39230,212,160,200,50,4.16,5.58333,46.8167,223,352
39,Santans,39380,332,290,300,20,16.52,5.66667,47.0167,215,253
39,Mièges,39250,92,91,100,28,3.19,6.03333,46.7833,721,831
39,Bracon,39110,282,331,300,44,6.29,5.88333,46.9333,345,626
39,Nozeroy,39250,417,424,400,111,3.74,6.03333,46.7833,660,834
39,Thervay,39290,377,362,400,23,15.75,5.61667,47.25,192,311
39,Chille,39570,326,254,300,166,1.96,5.58333,46.7,262,388
39,Écrille,39270,82,68,100,15,5.25,5.63112,46.5059,389,603
39,Bellefontaine,39400,550,453,600,22,24.71,6.06667,46.55,760,1302
39,Bouchoux,39370,314,280,300,14,21.71,5.81667,46.3,710,1230
39,Mathenay,39600,130,93,100,36,3.54,5.68333,46.9333,231,295
39,Augea,39190,285,272,300,37,7.52,5.41667,46.55,188,400
39,Hautecour,39130,178,186,200,34,5.19,5.76667,46.5667,570,779
39,Vincent,39230,322,226,300,36,8.72,5.48333,46.7833,202,247
39,Vaux-lès-Saint-Claude,39360,709,684,700,75,9.36,5.73333,46.3667,324,950
39,Lect,39260,382,352,400,31,11.94,5.66667,46.3833,306,743
39,Thoirette,39240,681,542,600,77,8.77,5.53333,46.2667,275,635
39,Billecul,39250,33,32,0,7,4.41,6.05,46.75,780,926
39,Brans,39290,235,178,200,26,8.77,5.56667,47.2333,198,367
39,Nans,39300,90,83,100,11,8.05,5.96667,46.7833,635,904
39,Bréry,39230,214,195,200,44,4.85,5.58333,46.7833,227,405
39,Grusse,39190,183,147,200,56,3.25,5.5,46.6,228,550
39,Sapois,39300,340,287,300,95,3.56,5.95,46.75,548,750
39,Crozets,39260,215,202,200,28,7.59,5.8,46.4667,720,1064
39,Écleux,39600,202,153,200,32,6.2,5.73333,47,223,277
39,Chamole,39800,164,137,200,28,5.78,5.73333,46.8333,450,606
39,Sermange,39700,282,231,300,39,7.07,5.65,47.2,228,284
39,Châtelneuf,39300,137,126,100,10,13,5.91667,46.6833,677,885
39,Pagney,39350,357,302,300,59,5.99,5.7,47.25,197,354
39,Courlans,39570,992,737,1000,161,6.16,5.5,46.6667,211,280
39,Genod,39240,67,60,100,21,3.14,5.53333,46.35,326,689
39,Planches-en-Montagne,39150,150,128,200,11,13.48,6.01667,46.6667,570,1061
39,Molinges,39360,669,596,700,260,2.57,5.76667,46.35,334,686
39,Château-des-Prés,39150,183,166,200,21,8.62,5.9,46.5,890,1070
39,Fétigny,39240,99,78,100,30,3.3,5.6,46.45,390,731
39,Chaussenans,39800,114,89,100,25,4.4,5.73333,46.8333,546,580
39,Ougney,39350,322,283,300,45,7.08,5.66667,47.2333,193,372
39,Pretin,39110,59,66,100,10,5.44,5.83333,46.9333,346,631
39,Grozon,39800,483,396,500,33,14.25,5.7,46.8833,239,385
39,Mont-sous-Vaudrey,39380,1272,1166,1300,85,14.86,5.6,46.9667,211,252
39,Saint-Hymetière,39240,75,68,100,22,3.32,5.55,46.35,325,464
39,Montmirey-la-Ville,39290,184,198,200,46,3.93,5.51667,47.2167,197,320
39,Chamblay,39380,415,388,400,30,13.82,5.71667,47,219,268
39,Évans,39700,621,545,600,62,9.87,5.76667,47.1833,210,293
39,Domblans,39210,926,837,900,92,10.01,5.6,46.7667,234,405
39,Falletans,39700,399,308,400,16,24.35,5.56667,47.1,200,264
39,Froideville,39230,74,51,100,24,2.97,5.48333,46.8167,199,224
39,Bans,39380,197,140,200,50,3.92,5.58333,46.9833,209,246
39,Peintre,39290,128,135,100,20,6.34,5.48333,47.2,190,262
39,Chemin,39120,351,380,400,38,9.14,5.31667,46.9833,182,188
39,Auxange,39700,202,132,200,38,5.2,5.65,47.1667,212,271
39,Hays,39120,287,271,300,42,6.8,5.38333,46.9,197,219
39,Ranchot,39700,472,439,500,68,6.91,5.73333,47.15,209,262
39,La Chaux-du-Dombief,39150,526,486,500,24,21.65,5.9,46.6,719,1063
39,Charchilla,39260,245,249,200,35,6.84,5.71667,46.4667,460,690
39,Reithouse,39270,51,52,100,10,4.84,5.56667,46.55,489,672
39,Augisey,39270,184,207,200,19,9.29,5.48333,46.55,427,594
39,Recanoz,39230,80,52,100,26,3.01,5.5,46.8167,204,231
39,Dampierre,39700,1209,999,1200,172,6.99,5.75,47.15,210,272
39,Rouffange,39350,96,83,100,33,2.87,5.7,47.2167,228,351
39,Our,39700,164,169,200,11,13.86,5.65,47.1333,207,261
39,Pillemoine,39300,61,56,100,13,4.69,5.9,46.7,654,821
39,Rahon,39120,522,472,500,26,19.6,5.46139,46.987,191,243
39,Beaufort,39190,1022,964,1000,77,13.11,5.43333,46.5667,191,574
39,Augerans,39380,151,137,100,18,8.05,5.58333,47.0167,206,248
39,Clucy,39110,79,72,100,15,5.13,5.9,46.95,560,719
39,Conte,39300,58,56,100,17,3.32,6,46.75,614,801
39,Offlanges,39290,192,189,200,21,8.73,5.55,47.2,204,378
39,Macornay,39570,1011,880,1000,219,4.6,5.53333,46.65,259,505
39,Vitreux,39350,266,209,300,33,7.85,5.68333,47.25,192,361
39,Condamine,39570,272,212,200,74,3.65,5.43333,46.65,197,224
39,Crenans,39260,246,220,300,27,8.82,5.73333,46.45,596,897
39,Prénovel,39150,299,296,300,36,8.2,5.85,46.5,877,1045
39,Villevieux,39140,731,670,700,74,9.87,5.46667,46.7333,193,208
39,Varessia,39270,40,24,0,21,1.83,5.55,46.55,473,672
39,Loulle,39300,172,176,200,15,10.9,5.88333,46.7,610,776
39,Barretaine,39800,200,200,200,21,9.23,5.71667,46.8167,471,591
39,Arlay,39140,734,723,700,52,14.11,5.53333,46.7667,212,325
39,La Ferté,39600,197,191,200,16,11.75,5.66667,46.95,220,288
39,L'Étoile,39570,559,581,500,91,6.13,5.53333,46.7167,235,424
39,Bersaillin,39800,392,275,400,28,13.9,5.6,46.8667,222,300
39,Villards-d'Héria,39260,449,476,500,45,9.91,5.73333,46.4167,459,950
39,Broissia,39320,53,37,100,17,2.97,5.43333,46.3667,335,539
39,La Boissière,39240,68,52,100,12,5.36,5.53333,46.4167,370,629
39,La Chassagne,39230,120,92,100,21,5.67,5.45,46.8667,193,218
39,Fraisans,39700,1228,1240,1200,72,16.9,5.76667,47.15,209,279
39,Conliège,39570,701,732,700,115,6.05,5.6,46.65,302,550
39,Cézia,39240,69,63,100,19,3.6,5.56667,46.3667,458,802
39,Uxelles,39130,46,39,100,8,5.27,5.78333,46.6,570,686
39,Mérona,39270,11,8,0,3,2.97,5.63333,46.55,548,702
39,Étival,39130,319,284,300,23,13.83,5.8,46.5,759,1027
39,Chevrotaine,39130,37,31,0,6,5.33,5.85,46.65,620,811
39,Choux,39370,126,118,100,15,8.27,5.76667,46.3167,580,1020
39,La Chaux-en-Bresse,39230,33,36,0,16,2.05,5.48333,46.8333,195,223
39,Onoz,39270,87,62,100,5,14.85,5.65,46.45,425,740
39,Serre-les-Moulières,39700,184,141,200,32,5.67,5.61695,47.205,214,389
39,Quintigny,39570,221,201,200,60,3.65,5.53333,46.7333,212,395
39,Villers-Farlay,39600,551,429,500,54,10.04,5.75,47,226,291
39,Menotey,39290,279,235,300,55,5.02,5.5,47.1667,211,345
39,Moutonne,39270,118,81,100,29,3.99,5.56667,46.5167,470,578
39,Montfleur,39320,168,150,200,21,7.88,5.43333,46.3167,327,590
39,Villette-lès-Dole,39100,775,645,700,168,4.59,5.5,47.05,195,232
39,Pont-d'Héry,39110,255,206,300,18,13.54,5.9,46.8667,430,781
39,Gendrey,39350,390,310,400,28,13.9,5.68333,47.2,222,371
39,Villerserine,39800,50,42,0,17,2.85,5.65,46.85,239,271
39,Saligney,39350,171,153,200,21,7.98,5.63333,47.2167,199,354
39,Crotenay,39300,677,598,600,58,11.61,5.81667,46.75,469,642
39,Foucherans,39100,1877,1760,1700,243,7.7,5.45,47.0833,203,278
39,Ravilloles,39170,514,404,500,65,7.79,5.8,46.4333,590,980
39,Saint-Lothain,39230,460,436,400,37,12.33,5.63333,46.8167,242,480
39,Cernon,39240,268,254,300,16,16.45,5.65,46.4,307,801
39,Monteplain,39700,140,154,200,83,1.68,5.7,47.15,210,258
39,Gigny,39320,299,260,300,18,16.04,5.46112,46.452,359,579
39,Censeau,39250,313,292,300,31,9.86,6.06667,46.8167,770,882
39,Ponthoux,39170,92,80,100,42,2.18,5.8,46.4,420,890
39,Vevy,39570,243,257,200,25,9.62,5.65,46.6667,501,556
39,Damparis,39500,2799,2799,2800,316,8.85,5.41667,47.0833,187,245
39,Chevreaux,39190,139,188,100,22,6.12,5.4,46.5,275,647
39,Tavaux,39500,4123,4277,4100,297,13.86,5.4,47.0333,189,197
39,Balanod,39160,323,293,300,65,4.93,5.36667,46.45,207,435
39,Saint-Loup,39120,278,279,300,29,9.58,5.31667,47,181,188
39,Sainte-Agnès,39190,316,287,300,77,4.08,5.48333,46.6,201,342
39,Crans,39300,67,72,100,7,9.03,5.96667,46.7,624,895
39,Châtonnay,39240,62,47,100,21,2.82,5.55,46.4333,345,440
39,Le Pin,39210,264,256,300,93,2.82,5.56667,46.7,270,385
39,Pagnoz,39330,229,221,200,69,3.29,5.81667,46.9667,267,459
39,Saint-Jean-d'Étreux,39160,142,126,100,33,4.28,5.36667,46.4167,290,600
39,Longwy-sur-le-Doubs,39120,537,495,600,32,16.46,5.36667,46.95,182,189
39,Onglières,39250,74,70,100,8,8.99,6.01667,46.8,728,892
39,Vosbles,39240,98,101,100,7,12.67,5.51667,46.3333,319,730
39,Dessia,39320,74,70,100,15,4.64,5.5,46.3833,510,671
39,Saint-Cyr-Montmalin,39600,208,175,200,20,10.21,5.72945,46.9495,237,335
39,Desnes,39140,475,426,500,52,9.06,5.46667,46.7667,201,226
39,Biarne,39290,363,354,400,58,6.21,5.45,47.15,192,262
39,Cerniébaud,39250,65,53,100,6,10.53,6.1,46.7333,926,1237
39,Chaux-des-Crotenay,39150,404,375,400,34,11.67,5.96667,46.6667,560,859
39,Saint-Germain-en-Montagne,39300,421,390,400,78,5.35,5.93333,46.7833,588,850
39,La Mouille,39400,317,287,300,39,8.06,5.98333,46.5,600,1100
39,Geraise,39110,44,40,0,7,6.04,5.95,46.95,470,742
39,Gevry,39100,653,626,600,122,5.31,5.45,47.0333,192,198
39,La Châtelaine,39600,127,133,100,9,13.17,5.81667,46.8667,470,633
39,Montbarrey,39380,332,282,300,34,9.7,5.65,47.0167,212,247
39,Le Larderet,39300,81,72,100,12,6.31,5.95,46.8167,590,796
39,Montain,39210,496,405,500,216,2.29,5.58333,46.7167,284,380
39,Vaux-sur-Poligny,39800,126,112,100,100,1.26,5.71667,46.8333,377,577
39,Villers-Robert,39120,206,157,200,20,10.13,5.51667,46.95,202,243
39,Moutoux,39300,55,58,100,12,4.27,5.93333,46.7833,585,870
39,Grange-de-Vaivre,39600,48,45,100,27,1.74,5.85,47,245,403
39,Bletterans,39140,1394,1360,1400,174,7.97,5.45,46.75,190,224
39,Monnières,39100,453,404,400,219,2.06,5.46667,47.1167,220,341
39,Véria,39160,139,118,100,13,10.09,5.43333,46.45,377,642
39,Saint-Claude,39200,11026,12296,11500,157,70.19,5.86667,46.3833,360,1222
39,Louvatange,39350,117,71,100,35,3.31,5.71667,47.2,234,265
39,Moussières,39310,196,164,200,11,16.95,5.9,46.3333,880,1310
39,Lavancia-Epercy,1590,647,619,700,61,10.56,5.68333,46.3333,305,901
39,Gatey,39120,364,247,300,24,14.84,5.43333,46.95,197,223
39,Péseux,39120,289,248,300,53,5.36,5.36667,46.9917,187,190
39,Chapelle-Voland,39140,619,567,600,20,30.5,5.36667,46.8,183,218
39,Villette-lès-Arbois,39600,399,304,400,73,5.45,5.75,46.9167,248,338
